instrument_id,instrument_code,issuer_id,instrument_type,notional,currency,issue_date,maturity_date
762,INS000762,298,CP,92747749.61,EUR,2018-04-30,2018-04-30
763,INS000763,183,CP,72871526.14,JPY,2018-12-01,2020-07-04
764,INS000764,25,Bond,103259432.12,EUR,2019-08-17,2023-11-23
765,INS000765,392,Loan,109198754.71,JPY,2018-07-13,2026-03-30
766,INS000766,424,CP,55020335.75,JPY,2022-09-27,2031-06-02
767,INS000767,50,CP,164839648.55,USD,2020-12-30,2028-07-01
768,INS000768,71,CP,155982761.13,CRC,2020-11-27,2025-01-22
769,INS000769,175,Bond,44357366.18,EUR,2023-03-02,2025-12-28
770,INS000770,426,Bond,84051905.23,USD,2019-01-21,2028-12-20
771,INS000771,60,Bond,96424127.74,JPY,2022-08-04,2025-01-22
772,INS000772,354,MTN,178055550.69,JPY,2020-01-13,2022-08-04
773,INS000773,89,Bond,149147583.04,USD,2021-12-24,2026-05-24
774,INS000774,114,Loan,137921384.33,JPY,2018-09-21,2027-07-04
775,INS000775,65,Bond,85536209.45,USD,2019-03-06,2021-08-20
776,INS000776,40,MTN,151709472.84,USD,2018-02-08,2027-10-17
777,INS000777,101,Bond,94347385.96,JPY,2018-08-09,2019-12-21
778,INS000778,23,Bond,151155504.02,USD,2018-05-16,2022-10-02
779,INS000779,472,Loan,37771583.09,JPY,2021-05-17,2024-09-04
780,INS000780,15,CP,189809529.41,JPY,2018-07-05,2021-02-20
781,INS000781,181,Loan,101476936.58,USD,2018-11-25,2025-07-06
782,INS000782,51,Bond,106238909.34,EUR,2022-08-06,2030-01-29
783,INS000783,494,Bond,194742400.87,USD,2019-08-01,2022-07-04
784,INS000784,474,MTN,73926142.1,XXX,2019-03-15,2025-11-08
785,INS000785,226,Loan,167113688.62,CRC,2021-10-11,2023-12-24
786,INS000786,218,Loan,82108016.02,JPY,2019-03-15,2025-12-19
787,INS000787,64,Loan,99667388.06,JPY,2020-08-12,2022-11-06
788,INS000788,361,Bond,17367341.08,CRC,2019-08-14,2026-11-12
789,INS000789,60,MTN,120477512.18,JPY,2020-02-28,2024-05-03
790,INS000790,352,Loan,111229262.33,JPY,2023-06-23,2029-06-14
791,INS000791,438,Bond,179056174.76,CRC,2020-05-26,2023-07-08
792,INS000792,481,Loan,3544383.05,CRC,2021-10-22,2026-12-05
793,INS000793,345,MTN,105009812.88,USD,2018-08-04,2024-01-13
794,INS000794,62,MTN,139312386.09,USD,2018-10-21,2024-03-25
795,INS000795,380,Bond,73378288.7,EUR,2023-03-10,2026-01-29
796,INS000796,174,MTN,25429671.37,CRC,2019-02-15,2026-10-17
797,INS000797,372,CP,151504285.81,CRC,2020-10-19,2024-12-02
798,INS000798,183,MTN,197517117.15,JPY,2020-09-01,2029-02-21
799,INS000799,76,Bond,25315821.96,CRC,2022-04-22,2028-05-27
800,INS000800,255,Loan,6914980.15,USD,2019-04-18,2027-05-04
801,INS000801,426,Bond,194442437.55,CRC,2018-05-20,2024-12-19
802,INS000802,310,Loan,61247769.63,USD,2021-10-23,2026-06-23
803,INS000803,390,MTN,158753551.63,EUR,2018-06-06,2026-11-03
804,INS000804,151,MTN,101454156.45,JPY,2021-09-17,2028-04-17
805,INS000805,415,Bond,190563518.49,USD,2022-10-27,2029-11-18
806,INS000806,221,MTN,90572988.31,CRC,2022-12-08,2025-04-08
807,INS000807,227,Bond,36196965.43,JPY,2020-07-30,2021-12-24
808,INS000808,453,MTN,86705542.46,JPY,2021-12-17,2024-10-19
809,INS000809,367,Bond,114202189.5,CRC,2020-03-07,2026-08-24
810,INS000810,338,MTN,95706299.99,EUR,2021-02-08,2029-10-16
811,INS000811,260,CP,99443534.96,CRC,2018-04-25,2023-09-14
812,INS000812,316,CP,64776073.91,USD,2021-10-17,2026-09-30
813,INS000813,303,CP,70426480.77,USD,2018-04-03,2020-09-09
814,INS000814,392,CP,76734102.17,CRC,2022-12-31,2031-01-03
815,INS000815,177,CP,12233400.13,EUR,2020-01-02,2025-08-15
816,INS000816,127,CP,118913801.69,USD,2019-04-26,2027-08-01
817,INS000817,445,CP,34786069.01,JPY,2019-09-17,2021-12-28
818,INS000818,20,MTN,114041831.57,CRC,2020-08-01,2028-12-16
819,INS000819,137,MTN,118009857.49,JPY,2018-02-11,2026-12-01
820,INS000820,194,CP,114935190.32,CRC,2021-03-14,2026-07-29
821,INS000821,52,Loan,67857525.03,JPY,2021-11-15,2030-06-11
822,INS000822,86,CP,193916122.8,EUR,2021-06-13,2025-10-21
823,INS000823,255,Bond,168235717.25,EUR,2021-07-25,2031-05-23
824,INS000824,148,CP,199249310.98,CRC,2019-06-28,2021-01-07
825,INS000825,412,Bond,143823661.77,USD,2019-04-08,2027-04-09
826,INS000826,304,Bond,113719230.66,CRC,2019-11-21,2023-12-14
827,INS000827,219,Bond,130655825.9,JPY,2019-03-06,2024-01-26
828,INS000828,259,MTN,133027882.77,JPY,2022-07-05,2026-11-14
829,INS000829,103,CP,125367811.32,CRC,2020-04-28,2025-10-31
830,INS000830,344,Loan,176298417.12,EUR,2022-04-13,2029-06-02
831,INS000831,296,MTN,54319254.76,CRC,2020-10-19,2024-03-09
832,INS000832,479,Bond,104931647.56,JPY,2021-03-05,2030-04-28
833,INS000833,237,Loan,149540269.78,JPY,2018-10-30,2022-07-10
834,INS000834,433,CP,172177004.0,USD,2020-06-10,2026-01-15
835,INS000835,325,CP,164918430.2,EUR,2019-02-21,2024-10-06
836,INS000836,132,Loan,81767321.91,USD,2021-11-07,2029-08-04
837,INS000837,77,Loan,159611907.28,JPY,2019-01-29,2020-05-21
838,INS000838,238,MTN,84981806.64,USD,2020-09-21,2028-01-01
839,INS000839,104,Loan,6799231.65,JPY,2018-11-23,2022-12-14
840,INS000840,338,Bond,192793591.21,CRC,2021-02-01,2024-01-22
841,INS000841,401,Bond,63467050.07,JPY,2018-02-10,2019-09-24
842,INS000842,444,CP,134662742.61,USD,2018-05-11,2023-12-03
843,INS000843,204,Loan,47972189.21,USD,2023-04-16,2032-05-29
844,INS000844,268,CP,99793769.17,USD,2021-09-22,2029-03-26
845,INS000845,122,CP,66527896.28,CRC,2021-05-13,2023-09-25
846,INS000846,413,Loan,187164519.1,EUR,2022-03-13,2031-07-16
847,INS000847,74,Loan,194014771.71,CRC,2018-08-07,2021-07-24
848,INS000848,210,Bond,98581357.45,JPY,2019-06-05,2027-01-13
849,INS000849,359,CP,109603261.61,CRC,2023-04-27,2025-08-01
850,INS000850,350,Loan,73236604.44,JPY,2019-05-20,2023-06-30
851,INS000851,421,Bond,168453120.34,USD,2019-09-24,2020-12-18
852,INS000852,354,Loan,51343596.35,CRC,2023-02-22,2032-12-26
853,INS000853,159,CP,180728262.64,USD,2021-08-01,2030-06-09
854,INS000854,274,MTN,78305731.96,CRC,2022-11-11,2026-07-06
855,INS000855,475,CP,18959815.21,EUR,2023-02-23,2027-01-04
856,INS000856,153,MTN,126639187.83,CRC,2019-03-07,2021-12-22
857,INS000857,405,Bond,164816358.3,CRC,2018-03-11,2022-04-06
858,INS000858,242,CP,143759817.56,USD,2022-02-18,2027-10-06
859,INS000859,423,CP,101760568.27,JPY,2018-11-25,2027-09-24
860,INS000860,216,CP,91199088.87,USD,2021-05-18,2030-07-21
861,INS000861,391,Loan,126401111.96,EUR,2018-04-17,2026-06-26
862,INS000862,2,CP,63430638.73,USD,2020-03-31,2023-06-28
863,INS000863,57,Loan,169545125.53,CRC,2018-11-20,2022-09-07
864,INS000864,406,MTN,96194730.51,EUR,2023-04-08,2027-11-06
865,INS000865,134,CP,160106204.92,EUR,2018-12-22,2027-09-06
866,INS000866,44,Loan,79305341.9,CRC,2020-04-28,2025-06-11
867,INS000867,484,Loan,5126192.88,USD,2022-09-06,2030-01-28
868,INS000868,473,Loan,181462111.32,CRC,2021-02-17,2029-05-21
869,INS000869,102,Loan,10906809.95,CRC,2019-06-21,2028-05-01
870,INS000870,308,Bond,191648539.95,EUR,2019-06-17,2022-02-17
871,INS000871,485,Bond,143998101.34,CRC,2021-03-07,2023-06-30
872,INS000872,396,MTN,24583957.45,EUR,2023-02-28,2029-03-31
873,INS000873,98,CP,58304432.6,CRC,2023-04-22,2033-01-27
874,INS000874,196,Loan,120416474.51,JPY,2018-09-24,2024-07-25
875,INS000875,373,MTN,36893604.51,EUR,2021-10-18,2024-12-01
876,INS000876,15,Loan,123918367.77,EUR,2019-08-18,2023-07-25
877,INS000877,190,MTN,18061996.1,CRC,2021-04-08,2029-12-09
878,INS000878,999999,MTN,137683637.4,CRC,2022-11-20,2027-07-06
879,INS000879,363,CP,15538068.03,USD,2020-05-16,2029-08-17
880,INS000880,27,MTN,181737080.94,USD,2019-11-13,2023-07-01
881,INS000881,3,MTN,61198963.77,CRC,2019-06-04,2026-01-29
882,INS000882,344,Bond,116516895.07,JPY,2020-01-30,2022-07-24
883,INS000883,87,CP,175701453.64,EUR,2020-10-28,2027-05-08
884,INS000884,46,MTN,29217351.07,USD,2019-10-12,2028-09-28
885,INS000885,161,MTN,174464232.27,JPY,2018-04-01,2020-09-05
886,INS000886,383,CP,180655742.6,JPY,2020-01-09,2025-11-04
887,INS000887,314,CP,103877564.45,CRC,2022-08-26,2032-03-10
888,INS000888,458,MTN,152971407.32,EUR,2018-12-04,2023-06-18
889,INS000889,285,MTN,11591215.47,EUR,2022-10-14,2022-10-14
890,INS000890,28,Bond,94579258.75,EUR,2019-04-16,2022-05-05
891,INS000891,362,Bond,199045146.93,CRC,2020-08-14,2026-07-06
892,INS000892,21,MTN,92094181.17,USD,2020-06-23,2025-06-22
893,INS000893,434,Bond,70571256.07,EUR,2022-01-14,2024-09-11
894,INS000894,445,Loan,150237393.65,JPY,2019-08-05,2022-08-13
895,INS000895,289,Loan,117125930.81,USD,2022-12-30,2031-06-07
896,INS000896,270,Loan,83867379.29,USD,2022-04-20,2029-09-12
897,INS000897,127,Bond,177586171.91,USD,2022-04-23,2028-11-22
898,INS000898,146,Bond,79439790.75,USD,2021-10-27,2030-06-14
899,INS000899,429,Bond,17131584.11,CRC,2019-10-25,2019-10-25
900,INS000900,233,Bond,66555957.41,USD,2021-07-10,2025-07-17
901,INS000901,336,CP,189536261.03,EUR,2021-06-28,2027-07-27
902,INS000902,109,CP,65310998.49,USD,2022-11-03,2024-05-20
903,INS000903,381,MTN,19417651.16,JPY,2018-05-25,2025-07-13
904,INS000904,92,MTN,18748473.23,EUR,2019-05-07,2028-12-27
905,INS000905,84,MTN,57702241.91,EUR,2020-03-06,2029-12-01
906,INS000906,62,MTN,147441967.59,JPY,2019-09-04,2026-03-06
907,INS000907,463,Loan,72449807.5,USD,2021-11-03,2029-08-09
908,INS000908,427,Loan,98434984.13,CRC,2020-01-23,2026-10-22
909,INS000909,244,MTN,18954247.54,CRC,2019-07-04,2026-10-26
910,INS000910,416,Loan,87387078.58,CRC,2020-01-25,2027-12-13
911,INS000911,48,CP,194681086.33,EUR,2018-03-24,2024-12-24
912,INS000912,332,Loan,186202854.92,USD,2021-11-06,2030-11-07
913,INS000913,149,Bond,181534334.5,CRC,2020-08-16,2026-07-12
914,INS000914,154,CP,168466052.9,CRC,2018-11-01,2021-04-07
915,INS000915,152,Bond,183543100.54,USD,2021-03-10,2022-09-21
916,INS000916,262,Bond,93466641.91,JPY,2020-05-20,2026-01-05
917,INS000917,182,Bond,153960707.82,USD,2019-06-06,2026-12-29
918,INS000918,59,MTN,36730886.98,EUR,2022-02-25,2030-07-27
919,INS000919,432,Bond,83834060.76,JPY,2020-03-15,2020-03-15
920,INS000920,161,MTN,151713498.63,CRC,2021-04-17,2030-05-30
921,INS000921,320,CP,193377205.73,EUR,2022-07-13,2026-07-02
922,INS000922,109,CP,174451543.17,USD,2019-01-15,2020-11-30
923,INS000923,999999,Bond,79591834.76,USD,2020-12-30,2022-03-13
924,INS000924,88,MTN,138669439.77,CRC,2021-09-05,2028-01-11
925,INS000925,156,CP,138441796.15,CRC,2021-06-20,2029-05-20
926,INS000926,412,Loan,27887675.49,EUR,2019-09-12,2021-09-04
927,INS000927,58,Loan,171943394.02,EUR,2022-07-30,2023-10-03
928,INS000928,247,Loan,87721906.29,EUR,2021-08-21,2024-04-06
929,INS000929,45,MTN,30484963.7,CRC,2019-09-09,2029-04-26
930,INS000930,12,Loan,148017455.17,CRC,2018-08-27,2021-07-07
931,INS000931,494,Bond,172099492.64,EUR,2020-09-20,2027-01-03
932,INS000932,104,MTN,11133513.86,USD,2019-08-27,2027-01-14
933,INS000933,53,MTN,195917900.65,CRC,2021-07-15,2030-07-13
934,INS000934,378,CP,8366425.78,CRC,2021-03-31,2028-12-04
935,INS000935,249,MTN,47149251.42,USD,2020-11-17,2028-07-03
936,INS000936,271,CP,111097881.34,JPY,2018-02-08,2023-11-02
937,INS000937,458,MTN,24271207.35,JPY,2021-08-20,2027-04-24
938,INS000938,230,Bond,33105353.85,EUR,2021-11-29,2027-10-20
939,INS000939,241,Loan,102019553.1,JPY,2019-12-06,2025-11-03
940,INS000940,472,MTN,27100554.85,JPY,2021-05-18,2030-05-25
941,INS000941,371,MTN,166783068.41,JPY,2021-12-27,2027-05-13
942,INS000942,408,Loan,124746633.31,JPY,2020-08-25,2030-08-13
943,INS000943,354,MTN,26690214.25,EUR,2022-03-15,2024-03-02
944,INS000944,81,Bond,158903008.69,CRC,2021-05-25,2027-11-30
945,INS000945,156,Bond,199852983.36,XXX,2019-04-26,2022-08-30
946,INS000946,452,Loan,35768244.2,USD,2019-06-19,2024-06-19
947,INS000947,414,MTN,23679889.38,EUR,2018-05-11,2023-02-22
948,INS000948,62,MTN,52306606.06,JPY,2021-02-24,2024-08-29
949,INS000949,402,Bond,154248883.7,JPY,2019-12-29,2029-08-14
950,INS000950,459,Bond,141574578.55,CRC,2018-11-06,2027-08-02
951,INS000951,410,Bond,194957291.57,USD,2020-07-25,2030-01-14
952,INS000952,999999,Bond,34242213.36,USD,2021-02-25,2022-08-15
953,INS000953,446,Loan,145941506.33,CRC,2019-02-25,2024-03-16
954,INS000954,391,Bond,31704850.75,JPY,2020-11-02,2027-06-05
955,INS000955,172,Bond,169870423.25,CRC,2022-08-05,2025-02-19
956,INS000956,497,Bond,49817896.86,CRC,2020-05-01,2029-12-15
957,INS000957,175,Loan,17961538.48,JPY,2019-08-11,2026-04-09
958,INS000958,367,CP,126258639.99,EUR,2022-03-26,2027-11-19
959,INS000959,78,MTN,157655932.5,EUR,2022-03-23,2031-09-03
960,INS000960,411,MTN,179714986.24,JPY,2020-05-28,2026-01-15
961,INS000961,484,Loan,154260220.36,USD,2018-03-02,2024-02-16
962,INS000962,44,MTN,196407039.95,EUR,2019-11-24,2024-06-04
963,INS000963,223,Bond,132375058.28,EUR,2018-05-06,2023-10-02
964,INS000964,463,CP,84441754.25,JPY,2021-03-22,2022-11-13
965,INS000965,370,CP,2572544.47,JPY,2022-03-02,2026-09-06
966,INS000966,461,Loan,140358717.71,CRC,2020-12-16,2028-10-20
967,INS000967,330,MTN,139796722.15,XXX,2019-02-25,2026-04-03
968,INS000968,398,Bond,8357064.3,JPY,2019-02-09,2023-06-28
969,INS000969,200,Loan,104573470.84,JPY,2022-01-25,2031-02-16
970,INS000970,110,CP,104745837.16,EUR,2018-07-10,2025-04-04
971,INS000971,12,CP,49026616.05,JPY,2018-02-27,2028-02-02
972,INS000972,372,Bond,146665246.93,JPY,2020-05-15,2027-01-13
973,INS000973,133,CP,25638790.69,USD,2021-07-08,2028-03-16
974,INS000974,230,Bond,91176284.95,EUR,2019-09-03,2019-09-03
975,INS000975,413,Loan,70717089.87,JPY,2022-03-08,2029-09-14
976,INS000976,342,Loan,143155844.79,EUR,2022-05-27,2031-06-02
977,INS000977,54,Loan,164745701.87,JPY,2019-11-03,2026-08-18
978,INS000978,233,MTN,165859088.26,USD,2018-07-20,2021-03-11
979,INS000979,48,Loan,95774361.24,CRC,2018-05-08,2024-02-11
980,INS000980,40,MTN,118059652.12,CRC,2020-01-27,2028-08-29
981,INS000981,447,MTN,127655768.72,CRC,2019-06-25,2027-01-12
982,INS000982,353,MTN,164938554.23,EUR,2023-03-22,2029-09-16
983,INS000983,259,MTN,26747652.41,USD,2018-09-18,2025-02-23
984,INS000984,356,MTN,7488870.53,EUR,2019-03-12,2025-04-19
985,INS000985,484,Bond,120718442.53,CRC,2021-02-18,2026-04-10
986,INS000986,57,CP,9016146.18,EUR,2018-09-05,2023-10-27
987,INS000987,61,CP,61348756.46,CRC,2020-01-31,2024-07-01
988,INS000988,15,Loan,156974707.52,CRC,2022-06-09,2025-01-14
989,INS000989,25,CP,43900709.68,CRC,2023-04-03,2027-09-03
990,INS000990,2,CP,14445343.19,USD,2018-09-08,2025-10-28
991,INS000991,214,CP,113587031.24,JPY,2020-09-12,2028-02-15
992,INS000992,401,Loan,152628295.07,CRC,2020-02-12,2026-06-11
993,INS000993,390,MTN,30647535.6,JPY,2020-07-10,2029-01-01
994,INS000994,46,MTN,78059789.21,CRC,2022-06-27,2030-06-29
995,INS000995,174,MTN,147446646.1,USD,2021-01-12,2022-07-18
996,INS000996,444,Bond,114826963.93,JPY,2018-12-06,2027-11-10
997,INS000997,288,Bond,39292919.93,USD,2021-08-14,2024-01-03
998,INS000998,491,Loan,150361156.14,USD,2021-03-13,2021-03-13
999,INS000999,62,Loan,192512976.44,JPY,2021-09-10,2028-08-27
1000,INS001000,403,MTN,17844940.98,JPY,2019-02-26,2022-11-26
1001,INS001001,206,MTN,172532892.81,USD,2021-04-21,2022-10-22
1002,INS001002,175,MTN,5787331.1,JPY,2020-06-14,2023-06-23
1003,INS001003,196,Bond,195977436.62,EUR,2019-06-11,2021-06-17
1004,INS001004,147,CP,153892633.59,EUR,2018-10-22,2021-11-08
1005,INS001005,158,Loan,12723833.2,JPY,2023-05-05,2028-11-27
1006,INS001006,93,Bond,60306843.05,USD,2018-02-25,2027-02-24
1007,INS001007,164,CP,52328923.71,USD,2018-10-19,2024-06-04
1008,INS001008,27,Loan,99102908.74,CRC,2019-02-19,2019-02-19
1009,INS001009,487,Bond,64348952.67,CRC,2018-08-24,2022-08-31
1010,INS001010,34,MTN,127074717.74,USD,2020-09-18,2022-01-14
1011,INS001011,138,Bond,50016903.09,EUR,2021-02-08,2028-09-04
1012,INS001012,156,MTN,17697762.76,EUR,2021-03-09,2026-09-30
1013,INS001013,401,CP,108547511.17,EUR,2023-06-06,2026-01-09
1014,INS001014,401,MTN,192309069.74,CRC,2019-05-18,2026-05-27
1015,INS001015,22,CP,130958710.96,EUR,2018-01-03,2024-03-20
1016,INS001016,1,CP,119975682.55,CRC,2018-05-04,2024-09-29
1017,INS001017,180,Loan,117446674.13,JPY,2022-09-22,2030-10-24
1018,INS001018,24,Bond,60827031.36,CRC,2018-11-27,2028-03-11
1019,INS001019,358,CP,175777579.57,EUR,2018-09-09,2021-04-03
1020,INS001020,313,CP,176902390.81,JPY,2020-10-30,2030-10-28
1021,INS001021,326,MTN,55329614.68,JPY,2019-06-20,2028-11-27
1022,INS001022,175,CP,4159048.62,EUR,2019-03-08,2025-05-03
1023,INS001023,331,MTN,1851570.29,USD,2023-03-04,2024-03-11
1024,INS001024,345,MTN,152730583.06,USD,2018-12-22,2024-08-09
1025,INS001025,404,Bond,108191216.33,CRC,2022-12-01,2031-03-12
1026,INS001026,345,MTN,165665900.18,JPY,2018-09-10,2023-08-25
1027,INS001027,199,Bond,25828009.08,JPY,2018-12-29,2028-08-08
1028,INS001028,480,Bond,45082632.18,USD,2019-01-31,2025-01-24
1029,INS001029,389,CP,39110823.6,JPY,2019-07-30,2028-03-16
1030,INS001030,414,Loan,196043704.94,JPY,2022-01-10,2025-07-03
1031,INS001031,19,Loan,2419944.63,CRC,2019-07-29,2026-02-05
1032,INS001032,57,MTN,34924942.18,EUR,2022-11-17,2026-12-27
1033,INS001033,338,Loan,14006764.38,EUR,2022-02-22,2029-06-27
1034,INS001034,382,CP,186779116.72,EUR,2018-05-14,2020-10-16
1035,INS001035,452,CP,39178458.0,USD,2020-12-07,2030-02-08
1036,INS001036,497,CP,136455390.37,CRC,2021-11-20,2030-06-27
1037,INS001037,2,Bond,170918102.5,JPY,2023-04-05,2023-04-05
1038,INS001038,222,CP,25221821.6,CRC,2022-09-26,2028-04-18
1039,INS001039,254,Bond,176876685.89,EUR,2020-01-11,2026-10-29
1040,INS001040,25,MTN,63932150.98,CRC,2019-07-24,2025-04-08
1041,INS001041,100,Bond,198062664.31,EUR,2019-11-17,2021-10-17
1042,INS001042,999999,Loan,40178486.72,JPY,2020-05-17,2022-03-17
1043,INS001043,160,Bond,6546677.7,CRC,2018-05-09,2026-05-16
1044,INS001044,999999,CP,168261009.16,EUR,2018-02-19,2025-10-12
1045,INS001045,56,CP,166670985.0,JPY,2020-08-27,2024-04-29
1046,INS001046,267,Bond,155374144.88,CRC,2022-06-15,2026-02-08
1047,INS001047,392,MTN,116207959.38,USD,2018-07-15,2026-07-19
1048,INS001048,499,MTN,63342607.41,USD,2018-05-05,2019-09-18
1049,INS001049,401,MTN,11902977.2,CRC,2018-09-19,2020-05-29
1050,INS001050,34,Bond,112292352.27,JPY,2018-07-28,2027-03-03
1051,INS001051,436,Bond,123843093.29,CRC,2020-02-21,2025-08-23
1052,INS001052,120,Bond,91228838.1,CRC,2022-11-06,2030-07-27
1053,INS001053,408,Bond,68583678.5,USD,2020-05-26,2028-05-09
1054,INS001054,233,Loan,22493311.39,USD,2020-11-25,2025-07-31
1055,INS001055,305,Loan,180969628.37,EUR,2021-12-31,2023-10-03
1056,INS001056,327,CP,84780393.7,CRC,2020-11-08,2024-09-22
1057,INS001057,96,Bond,13037745.39,JPY,2019-05-13,2021-11-26
1058,INS001058,300,CP,62926459.81,EUR,2020-06-11,2027-03-13
1059,INS001059,76,CP,58921725.01,USD,2020-08-19,2025-02-03
1060,INS001060,266,Loan,12406211.58,USD,2021-04-16,2029-08-30
1061,INS001061,217,Loan,128470403.71,EUR,2019-12-06,2023-02-13
1062,INS001062,999999,Loan,133904167.66,CRC,2018-05-21,2023-03-19
1063,INS001063,308,CP,123604524.32,CRC,2021-11-19,2026-08-06
1064,INS001064,169,MTN,175344990.19,USD,2018-11-29,2021-01-31
1065,INS001065,254,Loan,138950890.94,CRC,2019-03-26,2020-04-09
1066,INS001066,320,MTN,147182649.33,JPY,2019-03-13,2022-11-16
1067,INS001067,414,Loan,80662200.76,USD,2022-02-24,2027-05-13
1068,INS001068,186,CP,6973500.15,USD,2018-01-21,2019-11-19
1069,INS001069,73,Loan,126635580.9,JPY,2019-08-19,2025-07-26
1070,INS001070,23,Loan,40367173.88,EUR,2023-06-21,2024-10-19
1071,INS001071,113,Loan,68623681.11,EUR,2022-12-19,2026-11-26
1072,INS001072,92,Loan,168733402.72,USD,2019-02-06,2020-05-04
1073,INS001073,11,Loan,76405628.83,USD,2022-08-30,2031-04-04
1074,INS001074,174,CP,91784532.03,JPY,2023-04-02,2026-08-10
1075,INS001075,415,Loan,188291189.38,CRC,2020-02-02,2028-07-01
1076,INS001076,450,Bond,29742016.92,EUR,2021-12-27,2023-09-20
1077,INS001077,407,MTN,139176425.34,JPY,2019-01-24,2022-03-19
1078,INS001078,307,Loan,184281705.21,EUR,2020-05-29,2028-07-16
1079,INS001079,438,Loan,66208440.3,USD,2021-01-01,2025-04-19
1080,INS001080,323,Loan,170449025.04,CRC,2022-06-18,2026-08-08
1081,INS001081,108,MTN,158408446.69,USD,2022-01-29,2023-12-28
1082,INS001082,86,CP,100218967.45,CRC,2020-11-07,2026-03-15
1083,INS001083,92,CP,105569658.55,CRC,2019-10-22,2028-10-17
1084,INS001084,367,MTN,54398756.24,CRC,2023-05-12,2029-11-27
1085,INS001085,327,Bond,42232719.9,EUR,2023-03-02,2033-01-11
1086,INS001086,999999,MTN,44500151.54,CRC,2022-11-03,2026-06-20
1087,INS001087,456,Loan,187164282.49,JPY,2020-02-12,2027-07-10
1088,INS001088,131,Loan,150572927.64,JPY,2021-02-01,2023-01-14
1089,INS001089,228,Loan,117208482.72,CRC,2020-11-28,2025-11-07
1090,INS001090,263,MTN,90779089.42,CRC,2021-06-26,2026-04-03
1091,INS001091,210,CP,55330873.67,USD,2020-01-23,2026-08-21
1092,INS001092,92,CP,129425615.68,JPY,2020-06-23,2024-02-05
1093,INS001093,462,Bond,157388785.89,EUR,2018-06-18,2022-10-06
1094,INS001094,51,CP,8617995.65,EUR,2018-08-31,2020-06-18
1095,INS001095,171,CP,50754704.95,JPY,2019-02-07,2027-09-03
1096,INS001096,98,Loan,199682614.47,JPY,2021-12-16,2029-09-24
1097,INS001097,5,CP,164639462.31,CRC,2022-04-27,2026-09-04
1098,INS001098,485,Bond,94928794.77,EUR,2020-04-10,2027-10-11
1099,INS001099,444,Loan,144943842.13,EUR,2020-03-25,2023-10-13
1100,INS001100,243,MTN,144779559.92,CRC,2019-04-24,2026-02-03
1101,INS001101,175,CP,169314531.89,CRC,2022-06-10,2024-05-26
1102,INS001102,395,MTN,42707365.95,CRC,2023-04-14,2032-02-09
1103,INS001103,437,CP,28651094.88,EUR,2021-02-17,2022-06-20
1104,INS001104,157,Bond,100460242.04,JPY,2023-04-16,2032-07-24
1105,INS001105,174,MTN,137466798.37,CRC,2019-04-07,2024-12-17
1106,INS001106,391,CP,65889823.39,USD,2022-05-14,2031-02-09
1107,INS001107,291,Loan,31584556.66,JPY,2022-05-28,2023-10-06
1108,INS001108,291,MTN,196054250.97,EUR,2021-07-13,2031-06-29
1109,INS001109,486,MTN,38479396.95,USD,2020-03-11,2021-11-26
1110,INS001110,169,CP,19555059.81,USD,2021-03-12,2027-04-04
1111,INS001111,346,Bond,165468490.81,CRC,2021-02-06,2024-02-03
1112,INS001112,14,Bond,182357716.74,CRC,2019-01-18,2022-04-12
1113,INS001113,146,CP,132254408.75,USD,2019-02-26,2019-02-26
1114,INS001114,233,Bond,35193317.65,XXX,2018-04-28,2023-06-15
1115,INS001115,201,Loan,107754150.82,CRC,2018-11-18,2021-02-13
1116,INS001116,381,Loan,26856524.39,EUR,2018-05-21,2023-09-30
1117,INS001117,159,MTN,32597468.72,JPY,2020-06-04,2029-05-19
1118,INS001118,301,MTN,55812754.53,USD,2019-02-20,2025-10-09
1119,INS001119,74,MTN,121364871.3,EUR,2020-07-01,2022-03-20
1120,INS001120,270,MTN,92580707.45,USD,2019-11-05,2027-03-24
1121,INS001121,378,MTN,70009586.2,JPY,2018-07-06,2022-09-27
1122,INS001122,201,MTN,50577828.7,CRC,2021-06-09,2024-05-26
1123,INS001123,235,Loan,140005885.07,USD,2020-02-27,2028-07-18
1124,INS001124,202,Loan,177222821.8,EUR,2021-12-01,2023-05-28
1125,INS001125,141,CP,133664731.17,USD,2022-12-13,2030-12-28
1126,INS001126,358,Loan,181838557.74,CRC,2022-01-27,2031-03-04
1127,INS001127,391,CP,16230193.59,USD,2021-02-06,2023-06-17
1128,INS001128,259,CP,82609117.45,EUR,2022-04-19,2032-01-14
1129,INS001129,130,Bond,92971329.86,USD,2019-03-01,2025-11-01
1130,INS001130,328,MTN,76849958.02,CRC,2021-11-23,2030-06-21
1131,INS001131,439,Bond,3136734.92,USD,2019-02-03,2024-07-15
1132,INS001132,364,CP,134388818.81,CRC,2023-02-22,2025-09-03
1133,INS001133,249,Bond,110137279.53,EUR,2020-08-02,2022-05-08
1134,INS001134,366,Loan,94686758.76,JPY,2023-04-30,2029-03-26
1135,INS001135,431,Bond,121790722.93,EUR,2018-11-27,2021-10-25
1136,INS001136,151,MTN,34522221.35,USD,2018-09-12,2025-09-09
1137,INS001137,347,MTN,72259310.94,EUR,2019-07-14,2022-04-02
1138,INS001138,366,Loan,88969570.6,USD,2018-03-12,2026-10-05
1139,INS001139,429,Bond,78733059.42,JPY,2021-07-24,2028-06-03
