rating_id,entity_type,entity_id,rating_code,rating_date,agency,action_type
3103,Instrument,420,A+,2019-08-26,S&P,Review
3104,Issuer,1269,AA,2022-11-26,Fitch,Review
3105,Issuer,81,AA,2020-08-16,Fitch,Upgrade
3106,Issuer,270,D,2019-04-14,Fitch,Initial
3107,Instrument,619,BB,2019-11-20,S&P,Initial
3108,Issuer,1780,C,2019-03-15,Fitch,Review
3109,Issuer,394,BB+,2021-03-14,Fitch,Review
3110,Issuer,78,BBB+,2023-04-07,Moody’s,Downgrade
3111,Instrument,154,AA,2021-09-18,S&P,Initial
3112,Issuer,1848,C,2019-07-08,Fitch,Initial
3113,Instrument,165,AAA,2019-08-18,S&P,Review
3114,Issuer,455,BBB+,2020-07-11,Moody’s,Upgrade
3115,Instrument,253,AA,2020-06-08,Fitch,Downgrade
3116,Instrument,424,B-,2021-07-18,Moody’s,Review
3117,Instrument,1338,B,2019-11-08,S&P,Initial
3118,Instrument,428,AA-,2021-03-18,S&P,Review
3119,Instrument,1032,AA,2019-07-10,Fitch,Initial
3120,Instrument,1414,B,2023-10-01,S&P,Review
3121,Instrument,422,AA+,2021-05-19,Moody’s,Downgrade
3122,Issuer,305,D,2020-07-29,Moody’s,Downgrade
3123,Instrument,503,A+,2023-04-18,S&P,Review
3124,Instrument,253,AA-,2023-03-01,Fitch,Upgrade
3125,Issuer,1188,B-,2023-11-10,S&P,Upgrade
3126,Issuer,406,BBB+,2020-01-09,S&P,Upgrade
3127,Issuer,1637,ZZZ,2020-11-22,Fitch,Downgrade
3128,Instrument,357,CC,2022-11-21,Fitch,Review
3129,Issuer,172,D,2023-02-08,S&P,Downgrade
3130,Issuer,436,BB+,2022-01-14,Fitch,Review
3131,Instrument,692,BBB,2020-12-30,Moody’s,Initial
3132,Issuer,235,C,2021-05-11,S&P,Review
3133,Instrument,339,BBB+,2021-05-27,Moody’s,Review
3134,Instrument,450,C,2023-09-19,Fitch,Review
3135,Issuer,888888,AAA,2019-03-08,Moody’s,Review
3136,Instrument,187,CCC,2020-09-29,Moody’s,Downgrade
3137,Instrument,1512,B-,2022-12-28,Moody’s,Initial
3138,Instrument,393,AA,2019-09-24,S&P,Downgrade
3139,Issuer,171,BB,2019-12-12,Fitch,Downgrade
3140,Instrument,63,BBB,2021-01-03,Fitch,Upgrade
3141,Issuer,228,BBB,2020-06-02,S&P,Upgrade
3142,Instrument,58,BBB-,2022-12-27,S&P,Downgrade
3143,Issuer,276,BB-,2019-08-31,S&P,Upgrade
3144,Instrument,1761,A-,2023-12-03,Moody’s,Initial
3145,Issuer,341,BB-,2023-03-13,Fitch,Initial
3146,Instrument,364,BBB,2021-02-15,Moody’s,Upgrade
3147,Issuer,1026,BBB+,2021-02-16,Fitch,Upgrade
3148,Issuer,46,BBB,2023-07-11,S&P,Review
3149,Instrument,1386,BBB,2022-07-18,Fitch,Upgrade
3150,Instrument,1736,C,2020-12-26,Fitch,Downgrade
3151,Instrument,119,AAA,2023-10-10,S&P,Initial
3152,Instrument,282,A+,2021-10-13,S&P,Review
3153,Instrument,966,BBB,2022-11-07,S&P,Initial
3154,Instrument,1645,A-,2021-03-10,Fitch,Review
3155,Instrument,1792,AA+,2022-04-04,Moody’s,Downgrade
3156,Issuer,1200,A-,2020-06-13,S&P,Initial
3157,Instrument,1858,BB,2019-03-09,Fitch,Initial
3158,Issuer,412,BBB,2023-10-20,S&P,Review
3159,Instrument,1287,BBB,2022-02-24,Moody’s,Review
3160,Instrument,70,ZZZ,2022-11-16,Moody’s,Review
3161,Instrument,678,C,2020-11-17,Fitch,Initial
3162,Instrument,1217,ZZZ,2020-06-06,Moody’s,Downgrade
3163,Instrument,602,A+,2023-09-07,S&P,Downgrade
3164,Instrument,268,B-,2020-12-03,S&P,Initial
3165,Issuer,496,AA,2022-08-20,Moody’s,Review
3166,Instrument,297,BBB-,2022-11-28,Moody’s,Review
3167,Issuer,61,B+,2022-12-28,S&P,Review
3168,Issuer,466,CCC,2022-05-26,Moody’s,Initial
3169,Issuer,228,AAA,2021-08-10,Fitch,Initial
3170,Issuer,1276,BBB-,2022-07-27,Fitch,Upgrade
3171,Instrument,39,BBB+,2019-03-25,Moody’s,Upgrade
3172,Instrument,472,BBB-,2019-12-22,Fitch,Review
3173,Instrument,1585,A+,2023-06-01,Fitch,Review
3174,Issuer,346,CC,2023-07-17,Moody’s,Upgrade
3175,Instrument,1176,CC,2019-09-13,Fitch,Review
3176,Issuer,850,BB+,2021-02-13,Moody’s,Downgrade
3177,Instrument,43,BB+,2021-11-26,Fitch,Review
3178,Issuer,1773,B,2019-03-18,Fitch,Upgrade
3179,Issuer,1917,AAA,2021-09-25,Fitch,Initial
3180,Issuer,245,AA,2020-09-07,Moody’s,Upgrade
3181,Instrument,333,AA,2019-07-31,Fitch,Review
3182,Issuer,937,BB,2023-06-27,Moody’s,Review
3183,Instrument,888888,A-,2023-02-07,Fitch,Upgrade
3184,Issuer,370,B-,2020-08-21,Fitch,Downgrade
3185,Instrument,241,CC,2022-02-21,S&P,Review
3186,Instrument,172,AA-,2019-11-18,S&P,Initial
3187,Issuer,832,B-,2022-03-16,Fitch,Initial
3188,Instrument,844,AAA,2019-10-31,Fitch,Downgrade
3189,Instrument,1728,A-,2022-01-29,S&P,Upgrade
3190,Instrument,158,BB-,2023-04-02,Fitch,Review
3191,Issuer,3,AAA,2020-01-22,Fitch,Downgrade
3192,Issuer,1535,C,2023-09-23,S&P,Downgrade
3193,Issuer,999,CCC,2023-05-10,S&P,Downgrade
3194,Instrument,1924,C,2020-04-05,S&P,Initial
3195,Instrument,888888,AA+,2022-03-14,Fitch,Review
3196,Instrument,1217,A+,2022-10-09,Fitch,Downgrade
3197,Instrument,1108,B,2023-11-07,Moody’s,Review
3198,Instrument,437,B-,2023-06-24,Moody’s,Upgrade
3199,Instrument,227,A+,2021-05-24,Moody’s,Downgrade
3200,Instrument,184,D,2021-11-10,S&P,Initial
3201,Instrument,888888,B-,2021-09-03,Fitch,Upgrade
3202,Issuer,1652,ZZZ,2020-02-01,Moody’s,Upgrade
3203,Issuer,125,A,2021-06-14,S&P,Downgrade
3204,Issuer,65,ZZZ,2022-09-20,Moody’s,Upgrade
3205,Issuer,761,B,2020-04-01,S&P,Initial
3206,Issuer,946,BBB,2023-05-08,S&P,Downgrade
3207,Issuer,222,CCC,2020-12-03,S&P,Review
3208,Instrument,382,B-,2021-01-23,S&P,Review
3209,Instrument,410,B-,2023-04-06,Fitch,Initial
3210,Issuer,734,A-,2021-03-29,Fitch,Downgrade
3211,Issuer,253,B+,2020-04-17,S&P,Upgrade
3212,Issuer,484,BB,2022-11-28,Moody’s,Review
3213,Issuer,459,BBB+,2021-10-15,Fitch,Review
3214,Issuer,297,ZZZ,2019-07-28,S&P,Review
3215,Issuer,1689,AA+,2019-01-15,Fitch,Upgrade
3216,Issuer,515,AA+,2020-02-23,Fitch,Downgrade
3217,Issuer,98,BBB+,2023-04-09,S&P,Initial
3218,Issuer,752,BB-,2027-02-07,S&P,Review
3219,Instrument,1825,CC,2022-07-05,S&P,Upgrade
3220,Instrument,52,C,2021-12-08,Fitch,Upgrade
3221,Issuer,216,C,2022-09-11,Moody’s,Initial
3222,Instrument,433,BB,2020-09-21,Moody’s,Review
3223,Issuer,341,CC,2023-06-10,S&P,Downgrade
3224,Issuer,16,BB+,2020-02-27,Fitch,Review
3225,Instrument,497,D,2021-05-27,Fitch,Upgrade
3226,Issuer,493,A+,2021-12-13,Fitch,Review
3227,Issuer,234,D,2022-05-28,Moody’s,Review
3228,Issuer,191,AAA,2020-05-02,S&P,Initial
3229,Instrument,1689,B+,2020-12-08,Moody’s,Initial
3230,Issuer,6,BB-,2021-06-11,Moody’s,Downgrade
3231,Issuer,235,BBB+,2020-09-01,Moody’s,Downgrade
3232,Instrument,153,C,2022-03-27,Fitch,Downgrade
3233,Issuer,299,BB,2023-01-23,Fitch,Initial
3234,Issuer,172,A,2020-09-27,S&P,Downgrade
3235,Instrument,53,BB+,2027-02-07,Fitch,Downgrade
3236,Issuer,905,BBB-,2020-02-26,Fitch,Downgrade
3237,Issuer,527,ZZZ,2020-11-20,Fitch,Upgrade
3238,Issuer,289,BB,2020-10-18,Fitch,Upgrade
3239,Instrument,399,BB,2020-02-11,S&P,Downgrade
3240,Issuer,445,AA+,2019-04-20,S&P,Initial
3241,Issuer,1508,B,2020-02-22,Moody’s,Downgrade
3242,Issuer,1993,A,2020-12-19,Fitch,Downgrade
3243,Instrument,361,A,2019-12-15,Fitch,Review
3244,Instrument,926,BBB,2022-03-01,S&P,Initial
3245,Instrument,11,AA-,2022-04-03,S&P,Initial
3246,Issuer,266,B+,2021-03-22,Fitch,Initial
3247,Instrument,440,A+,2021-04-26,Moody’s,Upgrade
3248,Instrument,1143,C,2022-07-10,Fitch,Review
3249,Instrument,1258,BB,2022-07-14,Moody’s,Initial
3250,Instrument,1629,AA+,2023-05-31,Fitch,Initial
3251,Issuer,471,B+,2020-08-22,Fitch,Upgrade
3252,Issuer,180,B-,2023-07-27,S&P,Upgrade
3253,Instrument,295,BBB-,2020-06-06,Moody’s,Review
3254,Issuer,888888,CC,2019-04-27,Fitch,Upgrade
3255,Issuer,1173,AAA,2022-09-12,Moody’s,Downgrade
3256,Instrument,45,ZZZ,2020-01-27,Moody’s,Upgrade
3257,Instrument,304,CCC,2023-03-24,Fitch,Review
3258,Instrument,418,BBB,2020-12-27,S&P,Downgrade
3259,Instrument,1031,AA+,2021-03-20,S&P,Upgrade
3260,Issuer,24,CCC,2023-10-29,Fitch,Downgrade
3261,Instrument,312,A,2020-06-27,S&P,Upgrade
3262,Issuer,271,BB-,2022-05-03,Moody’s,Review
3263,Issuer,53,BB,2021-03-07,S&P,Review
3264,Instrument,267,CC,2019-04-03,S&P,Upgrade
3265,Instrument,149,BB-,2021-05-24,S&P,Upgrade
3266,Issuer,207,BBB,2021-06-22,Moody’s,Downgrade
3267,Instrument,1194,AA-,2022-09-07,Fitch,Initial
3268,Instrument,91,AA-,2023-07-22,Moody’s,Initial
3269,Issuer,1672,BB-,2022-12-02,Moody’s,Upgrade
3270,Instrument,1457,AA,2022-07-31,Fitch,Initial
3271,Issuer,620,AA-,2020-10-04,Fitch,Review
3272,Issuer,68,CC,2021-05-01,Fitch,Downgrade
3273,Issuer,115,ZZZ,2020-10-04,Moody’s,Initial
3274,Issuer,174,B-,2020-01-31,Fitch,Initial
3275,Issuer,1812,AAA,2019-05-21,S&P,Upgrade
3276,Instrument,194,CC,2019-07-09,Moody’s,Initial
3277,Instrument,1340,AA,2022-05-09,Moody’s,Initial
3278,Issuer,888888,BB,2019-03-16,Moody’s,Upgrade
3279,Issuer,1376,C,2020-03-31,Fitch,Downgrade
3280,Instrument,222,ZZZ,2019-06-07,Moody’s,Initial
3281,Issuer,1250,A+,2022-05-08,S&P,Review
3282,Instrument,471,AA-,2022-05-14,Moody’s,Initial
3283,Issuer,451,A-,2023-07-23,S&P,Initial
3284,Issuer,181,A,2019-10-04,S&P,Upgrade
3285,Issuer,1933,A-,2021-09-05,Fitch,Initial
3286,Instrument,268,CC,2020-12-15,Moody’s,Review
3287,Instrument,4,BB-,2021-03-29,S&P,Initial
3288,Issuer,1616,A+,2023-01-16,S&P,Review
3289,Issuer,1213,BB,2019-05-31,Moody’s,Upgrade
3290,Instrument,345,AA-,2019-08-30,Fitch,Downgrade
3291,Issuer,130,CC,2019-06-17,S&P,Review
3292,Issuer,1259,D,2020-03-29,S&P,Initial
3293,Issuer,299,CCC,2023-04-24,Moody’s,Review
3294,Issuer,78,BBB+,2019-08-24,Moody’s,Upgrade
3295,Instrument,1409,CCC,2022-12-06,Fitch,Initial
3296,Issuer,1442,BB-,2022-07-20,S&P,Downgrade
3297,Issuer,736,AAA,2020-12-05,S&P,Initial
3298,Issuer,26,A-,2023-06-12,Moody’s,Initial
3299,Issuer,141,AA-,2022-11-12,Fitch,Initial
3300,Instrument,408,B+,2023-09-16,S&P,Initial
3301,Instrument,526,AA+,2023-07-06,Fitch,Review
3302,Instrument,167,BBB,2020-07-28,Fitch,Upgrade
3303,Issuer,888888,C,2022-10-24,Fitch,Upgrade
3304,Issuer,68,B,2020-06-21,Moody’s,Downgrade
3305,Instrument,452,D,2022-07-29,Fitch,Upgrade
3306,Issuer,73,D,2020-07-15,S&P,Upgrade
3307,Issuer,1348,AAA,2020-08-17,Fitch,Upgrade
3308,Instrument,888888,ZZZ,2021-06-01,S&P,Upgrade
3309,Issuer,1285,CC,2020-08-12,Moody’s,Downgrade
3310,Instrument,1799,D,2023-07-10,Moody’s,Review
3311,Issuer,888888,BBB-,2021-10-11,S&P,Downgrade
3312,Issuer,151,BB-,2021-11-28,Moody’s,Initial
3313,Issuer,1971,BB-,2019-09-23,Fitch,Downgrade
3314,Instrument,389,BB-,2021-03-03,S&P,Downgrade
3315,Instrument,98,BBB-,2022-05-07,Fitch,Review
3316,Instrument,820,CC,2022-05-02,Fitch,Downgrade
3317,Instrument,256,BB-,2021-01-26,Moody’s,Review
3318,Instrument,1683,BBB-,2019-04-02,S&P,Initial
3319,Instrument,1019,A+,2020-02-27,S&P,Review
3320,Instrument,92,A-,2020-11-27,S&P,Upgrade
3321,Instrument,888888,CCC,2020-10-19,Fitch,Upgrade
3322,Instrument,927,A,2019-08-10,Moody’s,Initial
3323,Instrument,17,BB,2023-02-08,S&P,Upgrade
3324,Issuer,386,AA-,2021-11-20,Moody’s,Upgrade
3325,Instrument,314,D,2020-04-15,Moody’s,Review
3326,Issuer,372,AA-,2019-01-14,Fitch,Initial
3327,Issuer,1186,BBB,2020-06-12,Fitch,Review
3328,Issuer,568,AA,2020-07-29,S&P,Downgrade
3329,Issuer,465,ZZZ,2022-10-26,Fitch,Downgrade
3330,Instrument,1115,A+,2022-11-12,Moody’s,Initial
3331,Issuer,59,B+,2021-12-23,S&P,Review
3332,Issuer,319,C,2023-11-08,Fitch,Initial
3333,Issuer,1967,AA+,2023-07-05,Fitch,Downgrade
3334,Issuer,334,B+,2020-12-05,Moody’s,Downgrade
3335,Issuer,741,CCC,2021-08-27,Moody’s,Upgrade
3336,Instrument,855,A-,2023-04-21,Fitch,Upgrade
3337,Issuer,388,B-,2023-08-15,Fitch,Review
3338,Instrument,383,A,2019-09-20,Fitch,Upgrade
3339,Issuer,35,B,2021-12-14,Fitch,Review
3340,Issuer,128,BBB,2020-11-19,Moody’s,Review
3341,Issuer,967,A,2019-01-15,Moody’s,Downgrade
3342,Instrument,195,BB-,2022-12-22,S&P,Review
3343,Instrument,362,CCC,2021-07-03,S&P,Review
3344,Issuer,642,A-,2019-05-28,Fitch,Review
3345,Instrument,1238,A-,2019-07-30,Moody’s,Review
3346,Instrument,337,AA+,2021-09-11,Moody’s,Initial
3347,Instrument,540,ZZZ,2019-01-08,Fitch,Initial
3348,Issuer,168,BBB,2020-08-09,Moody’s,Review
3349,Instrument,722,B,2020-09-30,Moody’s,Review
3350,Issuer,408,D,2023-10-08,Moody’s,Initial
3351,Issuer,743,BBB+,2020-04-10,S&P,Upgrade
3352,Instrument,222,D,2021-08-15,S&P,Initial
3353,Issuer,1529,A-,2023-06-10,Fitch,Upgrade
3354,Issuer,308,D,2021-10-13,Moody’s,Upgrade
3355,Instrument,1503,CCC,2021-12-08,Fitch,Initial
3356,Instrument,110,A+,2019-08-25,Moody’s,Review
3357,Instrument,446,ZZZ,2021-06-14,S&P,Review
3358,Instrument,1195,AA+,2020-03-07,S&P,Initial
3359,Issuer,118,D,2020-10-20,Moody’s,Initial
3360,Instrument,231,A-,2022-11-05,S&P,Upgrade
3361,Issuer,1138,B,2020-09-26,Moody’s,Downgrade
3362,Instrument,236,AAA,2020-03-28,Moody’s,Downgrade
3363,Instrument,1562,BB,2021-04-03,S&P,Initial
3364,Instrument,368,A+,2019-11-28,Fitch,Review
3365,Issuer,371,CC,2019-09-18,S&P,Review
3366,Instrument,1101,A,2021-09-11,Fitch,Upgrade
3367,Instrument,134,A-,2027-02-07,S&P,Review
3368,Issuer,1479,BB,2022-08-11,Fitch,Downgrade
3369,Issuer,76,BB-,2021-04-01,Fitch,Downgrade
3370,Issuer,1113,BB,2020-04-19,S&P,Review
3371,Issuer,469,BBB,2020-02-26,Moody’s,Upgrade
3372,Issuer,267,BBB-,2023-10-28,Moody’s,Upgrade
3373,Issuer,134,A,2019-08-31,S&P,Downgrade
3374,Issuer,350,AA,2021-08-28,Fitch,Initial
3375,Instrument,1487,BBB+,2023-06-05,Moody’s,Upgrade
3376,Issuer,211,BB+,2022-04-01,Moody’s,Upgrade
3377,Instrument,529,A,2019-05-31,Fitch,Review
3378,Instrument,405,AA-,2020-03-03,Moody’s,Review
3379,Instrument,255,A,2021-09-28,Moody’s,Downgrade
3380,Instrument,976,B-,2021-01-19,Fitch,Review
3381,Instrument,871,AA,2020-03-03,Moody’s,Initial
3382,Instrument,305,AA,2022-04-12,Moody’s,Review
3383,Issuer,1337,CC,2023-06-26,Moody’s,Review
3384,Instrument,1751,A+,2020-01-29,S&P,Initial
3385,Instrument,236,BB,2023-11-09,S&P,Initial
3386,Issuer,115,D,2019-08-06,Moody’s,Upgrade
3387,Issuer,94,A-,2021-04-25,Moody’s,Downgrade
3388,Issuer,536,C,2022-05-21,S&P,Initial
3389,Issuer,1075,BB-,2019-07-19,Moody’s,Upgrade
3390,Instrument,38,BBB-,2023-09-15,Fitch,Initial
3391,Instrument,986,ZZZ,2021-12-22,Fitch,Initial
3392,Instrument,481,C,2021-02-19,Moody’s,Review
3393,Instrument,19,C,2022-10-15,Moody’s,Initial
3394,Issuer,1560,A-,2021-07-27,S&P,Downgrade
3395,Instrument,89,AA+,2021-01-15,Fitch,Downgrade
3396,Instrument,1835,BBB,2021-01-13,Fitch,Downgrade
3397,Issuer,1542,BB,2021-01-11,Fitch,Downgrade
3398,Issuer,449,B-,2021-08-14,S&P,Initial
3399,Issuer,632,D,2019-07-16,Moody’s,Downgrade
3400,Issuer,375,B+,2019-01-10,Fitch,Downgrade
3401,Instrument,283,CC,2023-11-12,Fitch,Downgrade
3402,Issuer,388,CCC,2020-12-03,Fitch,Downgrade
3403,Issuer,1026,BB-,2021-09-07,Fitch,Upgrade
3404,Issuer,1876,A-,2023-10-18,Moody’s,Upgrade
3405,Instrument,105,ZZZ,2021-02-22,S&P,Review
3406,Instrument,253,B+,2023-07-01,Moody’s,Downgrade
3407,Instrument,1062,B,2022-09-05,Fitch,Downgrade
3408,Instrument,1678,C,2022-07-20,Moody’s,Downgrade
3409,Issuer,432,BBB+,2020-07-17,Moody’s,Upgrade
3410,Instrument,1469,A+,2020-06-02,S&P,Upgrade
3411,Issuer,87,D,2022-08-18,S&P,Upgrade
3412,Instrument,117,D,2020-06-13,Moody’s,Initial
3413,Issuer,418,BB,2020-07-26,Fitch,Initial
3414,Instrument,768,BBB+,2021-12-25,S&P,Review
3415,Instrument,1189,A-,2020-01-18,Fitch,Initial
3416,Issuer,195,BBB-,2023-02-25,Fitch,Initial
3417,Instrument,60,ZZZ,2020-03-29,Moody’s,Review
3418,Issuer,1793,BBB,2019-06-28,Moody’s,Initial
3419,Instrument,416,BBB,2023-09-14,S&P,Upgrade
3420,Issuer,378,A+,2021-04-14,Moody’s,Review
3421,Instrument,885,A-,2020-02-18,Moody’s,Downgrade
3422,Instrument,219,BBB,2022-11-17,Moody’s,Downgrade
3423,Issuer,436,A+,2021-09-21,S&P,Downgrade
3424,Instrument,305,A+,2023-05-22,S&P,Upgrade
3425,Issuer,46,AAA,2020-01-02,Fitch,Downgrade
3426,Instrument,412,CC,2019-08-14,Fitch,Upgrade
3427,Issuer,266,BBB,2022-04-27,Moody’s,Downgrade
3428,Instrument,101,BBB+,2023-11-03,S&P,Downgrade
3429,Issuer,111,BB+,2021-07-04,Fitch,Upgrade
3430,Instrument,969,CCC,2022-04-23,S&P,Upgrade
3431,Issuer,1867,BB,2022-10-01,Fitch,Review
3432,Instrument,390,B,2027-02-07,Fitch,Downgrade
3433,Instrument,388,B-,2019-05-04,Moody’s,Initial
3434,Issuer,1229,A,2020-05-04,Fitch,Downgrade
3435,Issuer,1168,AA-,2019-09-18,S&P,Downgrade
3436,Instrument,307,C,2021-12-02,Moody’s,Initial
3437,Issuer,509,B-,2021-04-22,Fitch,Downgrade
3438,Issuer,356,CCC,2023-05-14,S&P,Downgrade
3439,Issuer,1287,BB-,2023-09-27,Fitch,Upgrade
3440,Issuer,1677,B+,2020-07-01,S&P,Downgrade
3441,Issuer,1081,A-,2023-04-09,Fitch,Upgrade
3442,Instrument,551,CCC,2020-02-06,S&P,Review
3443,Instrument,1575,BB,2021-08-05,S&P,Downgrade
3444,Instrument,1414,AAA,2023-11-13,Moody’s,Upgrade
3445,Issuer,264,AA+,2022-06-12,S&P,Review
3446,Issuer,1135,CCC,2020-05-16,Fitch,Downgrade
3447,Instrument,486,AA,2021-05-26,Moody’s,Upgrade
3448,Instrument,548,AA+,2022-02-02,Fitch,Upgrade
3449,Issuer,96,AA+,2021-08-02,Fitch,Upgrade
3450,Instrument,366,ZZZ,2019-11-13,Moody’s,Initial
3451,Issuer,326,A-,2023-09-03,Fitch,Initial
3452,Issuer,1225,D,2021-04-03,Moody’s,Review
3453,Issuer,308,A,2020-05-18,Moody’s,Downgrade
3454,Instrument,2,BBB+,2019-03-02,Moody’s,Initial
3455,Instrument,407,AA+,2023-07-06,S&P,Downgrade
3456,Issuer,53,AA-,2019-10-26,Fitch,Upgrade
3457,Issuer,500,BB+,2019-01-09,S&P,Upgrade
3458,Issuer,341,CC,2019-10-14,Fitch,Initial
3459,Instrument,259,AA+,2020-09-08,Fitch,Initial
3460,Issuer,1864,AA+,2020-12-10,Moody’s,Upgrade
3461,Instrument,265,ZZZ,2027-02-07,Moody’s,Downgrade
3462,Issuer,1077,A+,2020-07-08,Fitch,Upgrade
3463,Instrument,425,AA-,2021-02-06,S&P,Review
3464,Instrument,348,A-,2023-04-16,Fitch,Review
3465,Instrument,1745,A+,2022-04-16,Moody’s,Initial
3466,Instrument,186,BB,2022-08-17,Moody’s,Downgrade
3467,Issuer,174,C,2019-03-26,S&P,Initial
3468,Issuer,1491,D,2020-11-03,Moody’s,Upgrade
3469,Instrument,346,BB+,2019-01-31,Fitch,Upgrade
3470,Instrument,236,BB+,2023-02-18,S&P,Review
3471,Instrument,365,BBB-,2019-03-26,S&P,Upgrade
3472,Issuer,436,B+,2022-05-04,Moody’s,Upgrade
3473,Instrument,1639,A-,2021-01-24,Moody’s,Initial
3474,Issuer,1458,A+,2022-09-21,S&P,Downgrade
3475,Instrument,615,B,2023-04-22,Moody’s,Downgrade
3476,Instrument,295,A,2027-02-07,Moody’s,Initial
3477,Issuer,230,A+,2023-10-10,Moody’s,Review
3478,Instrument,1261,AA+,2019-02-04,Moody’s,Initial
3479,Instrument,1829,BB,2022-05-13,Moody’s,Upgrade
3480,Instrument,136,AA-,2021-06-12,Moody’s,Review
3481,Issuer,699,B+,2022-09-11,Moody’s,Initial
3482,Issuer,301,BBB+,2020-12-04,S&P,Review
3483,Instrument,135,D,2023-02-12,S&P,Downgrade
3484,Instrument,80,A+,2021-10-02,S&P,Downgrade
3485,Instrument,413,AA,2020-08-02,Moody’s,Initial
3486,Issuer,255,AA+,2019-04-25,Moody’s,Upgrade
3487,Instrument,124,BBB-,2020-12-24,Moody’s,Upgrade
3488,Instrument,1642,A,2019-09-09,Moody’s,Review
3489,Issuer,497,B-,2022-12-03,Moody’s,Downgrade
3490,Issuer,1603,D,2020-12-30,S&P,Upgrade
3491,Issuer,214,AA+,2020-08-24,S&P,Initial
3492,Instrument,467,BB+,2022-10-25,Moody’s,Upgrade
3493,Issuer,368,C,2021-07-24,Fitch,Review
3494,Issuer,197,AA+,2023-05-14,Fitch,Review
3495,Issuer,861,AA+,2021-12-08,Fitch,Upgrade
3496,Issuer,69,BB,2021-01-31,Fitch,Review
3497,Issuer,190,A-,2019-12-21,S&P,Review
3498,Instrument,17,D,2022-12-21,S&P,Review
3499,Issuer,888,BBB+,2021-10-20,Fitch,Initial
3500,Issuer,1364,BBB+,2022-01-17,Fitch,Downgrade
3501,Issuer,1950,AA,2022-02-20,Fitch,Review
3502,Instrument,888888,B,2021-11-30,S&P,Downgrade
3503,Instrument,128,BBB,2023-09-24,S&P,Initial
3504,Issuer,359,AA,2020-01-16,Moody’s,Review
3505,Instrument,247,BBB,2027-02-07,Fitch,Downgrade
3506,Instrument,16,BBB,2021-08-06,Fitch,Review
3507,Issuer,1228,B+,2021-04-12,S&P,Downgrade
3508,Instrument,1399,CC,2021-08-29,Moody’s,Upgrade
3509,Instrument,888888,BBB-,2021-03-05,Fitch,Downgrade
3510,Issuer,487,BBB,2021-02-25,Fitch,Review
3511,Instrument,415,BB+,2020-11-07,Moody’s,Downgrade
3512,Instrument,402,D,2020-07-25,S&P,Review
3513,Instrument,1195,AAA,2023-10-01,Fitch,Downgrade
3514,Instrument,1207,BB-,2021-03-10,Moody’s,Initial
3515,Issuer,1102,A,2023-09-16,S&P,Review
3516,Issuer,1332,A+,2020-06-29,Moody’s,Downgrade
3517,Issuer,27,BBB+,2021-08-15,S&P,Review
3518,Instrument,1585,BBB,2019-04-20,Moody’s,Initial
3519,Issuer,888888,BBB-,2022-12-18,Fitch,Upgrade
3520,Instrument,106,BBB,2023-06-01,Moody’s,Upgrade
3521,Instrument,1871,BB+,2022-10-15,Moody’s,Downgrade
3522,Instrument,943,CCC,2021-02-28,Fitch,Initial
3523,Issuer,691,AA,2023-10-07,Fitch,Review
3524,Instrument,981,B+,2020-06-18,Fitch,Upgrade
3525,Instrument,213,BBB+,2019-12-06,Moody’s,Initial
3526,Instrument,131,B+,2020-12-28,S&P,Upgrade
3527,Instrument,32,BBB-,2019-11-06,S&P,Downgrade
3528,Instrument,367,AA-,2023-11-08,Moody’s,Review
3529,Issuer,43,C,2019-07-09,Fitch,Upgrade
3530,Issuer,838,BB,2022-07-08,S&P,Review
3531,Issuer,437,CC,2020-10-16,S&P,Initial
3532,Instrument,1869,A,2023-09-02,S&P,Downgrade
3533,Instrument,105,A,2023-10-16,Moody’s,Initial
3534,Instrument,105,CC,2019-07-16,S&P,Downgrade
3535,Issuer,1524,CCC,2022-06-14,S&P,Downgrade
3536,Issuer,78,A+,2022-05-20,S&P,Upgrade
3537,Instrument,430,BBB-,2022-04-03,Moody’s,Upgrade
3538,Issuer,68,B-,2019-02-08,Fitch,Review
3539,Instrument,880,AA-,2019-08-20,Moody’s,Review
3540,Instrument,1032,A-,2019-04-02,Moody’s,Initial
3541,Instrument,460,BB,2019-09-10,S&P,Initial
3542,Instrument,305,A+,2019-10-14,S&P,Downgrade
3543,Instrument,412,A-,2023-08-13,Moody’s,Initial
3544,Instrument,490,A+,2019-03-31,Moody’s,Review
3545,Issuer,909,BBB-,2020-05-24,S&P,Review
3546,Instrument,180,BB-,2023-10-19,S&P,Review
3547,Issuer,45,B+,2020-12-29,Moody’s,Initial
3548,Instrument,514,B,2020-10-29,Moody’s,Upgrade
3549,Issuer,482,A+,2019-04-21,Fitch,Review
3550,Instrument,969,AA+,2019-10-22,Moody’s,Upgrade
3551,Issuer,456,BB,2023-03-13,Fitch,Downgrade
3552,Instrument,297,AAA,2020-10-15,Moody’s,Initial
3553,Issuer,171,CCC,2019-07-07,Moody’s,Downgrade
3554,Issuer,1991,BBB+,2021-01-17,S&P,Review
3555,Issuer,443,ZZZ,2020-07-12,Fitch,Upgrade
3556,Instrument,1784,B+,2020-11-08,Moody’s,Initial
3557,Instrument,386,A+,2023-10-29,S&P,Review
3558,Issuer,91,BB-,2022-10-31,Moody’s,Downgrade
3559,Instrument,1402,BB+,2027-02-07,S&P,Initial
3560,Issuer,624,AA,2023-10-20,Fitch,Initial
